Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
SEGym: Optimizing Large Language Model Assisted Software Engineering Agents with&#xa0;Reinforcement Learning,Bridging the Gap Between AI and Reality,,,,10.1007/978-3-031-75434-0_8,Gerhard StenzelKyrill SchmidMichael KöllePhilipp AltmannMarian Lingsch-RosenfeldMaximilian ZornTim BücherThomas GaborMartin WirsingLenz Belzner,2025,https://link.springer.com/chapter/10.1007/978-3-031-75434-0_8,Conference paper
Enhancing Machine Learning Capabilities in&#xa0;Data Lakes with&#xa0;AutoML and&#xa0;LLMs,Advances in Databases and Information Systems,,,,10.1007/978-3-031-70626-4_13,Sayed HoseiniMaximilian IbbelsChristoph Quix,2024,https://link.springer.com/chapter/10.1007/978-3-031-70626-4_13,Conference paper
Time-aware tensor factorization for temporal recommendation,Applied Intelligence,,,,10.1007/s10489-024-05851-x,Yali FengWen WenZhifeng HaoRuichu Cai,2024,https://link.springer.com/article/10.1007/s10489-024-05851-x,Article
A Cryptocurrency Price Prediction Model Based on Twitter Sentiment Indicators,Big Data and Security,,,,10.1007/978-981-19-0852-1_32,Zi YeWeichen LiuQiang QuQingshan JiangYi Pan,2022,https://link.springer.com/chapter/10.1007/978-981-19-0852-1_32,Conference paper
An extensive study of the effects of different deep learning models on code vulnerability detection in Python code,Automated Software Engineering,,,,10.1007/s10515-024-00413-4,Rongcun WangSenlei XuXingyu JiYuan TianLina GongKe Wang,2024,https://link.springer.com/article/10.1007/s10515-024-00413-4,Article
NeOn-GPT: A Large Language Model-Powered Pipeline for&#xa0;Ontology Learning,The Semantic Web: ESWC 2024 Satellite Events,,,,10.1007/978-3-031-78952-6_4,Nadeen FathallahArunav DasStefano De GiorgisAndrea PoltronieriPeter HaaseLiubov Kovriguina,2025,https://link.springer.com/chapter/10.1007/978-3-031-78952-6_4,Conference paper
Deep recommendation with iteration directional adversarial training,Computing,,,,10.1007/s00607-024-01326-6,Agyemang PaulYuxuan WanZhefu WuBoyu ChenShufeng Gong,2024,https://link.springer.com/article/10.1007/s00607-024-01326-6,Article
Manu-Eval: A Chinese Language Understanding Benchmark for&#xa0;Manufacturing Industry,China Conference on Knowledge Graph and Semantic Computing and International Joint Conference on Knowledge Graphs,,,,10.1007/978-981-96-1809-5_23,Xiaoyi LiuShuangtao YangXiaozheng DongHonghui RongBo Fu,2025,https://link.springer.com/chapter/10.1007/978-981-96-1809-5_23,Conference paper
"Exploring In-Context Learning: A Deep Dive into Model Size, Templates, and Few-Shot Learning for Text Classification",Innovation and Emerging Trends in Computing and Information Technologies,,,,10.1007/978-3-031-80839-5_16,Areeg Fahad RasheedSafa F. AbbasM. Zarkoosh,2025,https://link.springer.com/chapter/10.1007/978-3-031-80839-5_16,Conference paper
FlexPDA: A Flexible Programming Framework for Deep Learning Accelerators,Journal of Computer Science and Technology,,,,10.1007/s11390-021-1406-9,Lei LiuXiu MaHua-Xiao LiuGuang-Li LiLei Liu,2022,https://link.springer.com/article/10.1007/s11390-021-1406-9,Article
Value-Added Grading of AI-Assisted Papers,Computer Science and Education in Computer Science,,,,10.1007/978-3-031-44668-9_31,Eric Braude,2023,https://link.springer.com/chapter/10.1007/978-3-031-44668-9_31,Conference paper
A Survey on&#xa0;Automated Code Evaluation Systems and&#xa0;Their Resources for&#xa0;Code Analysis,Advances and Trends in Artificial Intelligence. Theory and Applications,,,,10.1007/978-3-031-36822-6_33,Md. Mostafizer RahmanYutaka WatanobeMohamed Hamada,2023,https://link.springer.com/chapter/10.1007/978-3-031-36822-6_33,Conference paper
A Novel Modified LSTM Deep Learning Model on Precipitation Analysis for South Indian States,Deep Sciences for Computing and Communications,,,,10.1007/978-3-031-27622-4_15,P. UmamaheswariV. Ramaswamy,2023,https://link.springer.com/chapter/10.1007/978-3-031-27622-4_15,Conference paper
DSparse: A Distributed Training Method for Edge Clusters Based on Sparse Update,Journal of Computer Science and Technology,,,,10.1007/s11390-025-4821-5,Xiao-Hui PengYi-Xuan SunZheng-Hui ZhangYi-Fan Wang,2025,https://link.springer.com/article/10.1007/s11390-025-4821-5,Article
DTuner: A&#xa0;Construction-Based Optimization Method for&#xa0;Dynamic Tensor Operators Accelerating,Network and Parallel Computing,,,,10.1007/978-981-96-2830-8_5,Wenxin ChenBoyu DiaoHangda LiuRuiSheng WangYongjun Xu,2025,https://link.springer.com/chapter/10.1007/978-981-96-2830-8_5,Conference paper
"Reinforcement learning-based drone simulators: survey, practice, and challenge",Artificial Intelligence Review,,,,10.1007/s10462-024-10933-w,Jun Hoong ChanKai LiuYu ChenA. S. M. Sharifuzzaman SagarYong-Guk Kim,2024,https://link.springer.com/article/10.1007/s10462-024-10933-w,Article
A novel inference system for detecting cardiac arrhythmia using deep learning framework,Neural Computing and Applications,,,,10.1007/s00521-025-11092-x,MohebbanaazY. Padma SaiL. V. Rajani Kumari,2025,https://link.springer.com/article/10.1007/s00521-025-11092-x,Article
Predictions-on-chip: model-based training and automated deployment of machine learning models at runtime,Software and Systems Modeling,,,,10.1007/s10270-020-00856-9,Sebastian PilarskiMartin StaniszewskiMatthew BryanFrederic VilleneuveDániel Varró,2021,https://link.springer.com/article/10.1007/s10270-020-00856-9,Article
Automated explainable and interpretable framework for anomaly detection and human activity recognition in smart homes,Neural Computing and Applications,,,,10.1007/s00521-025-10991-3,Tae Hoon KimStephen OjoMoez KrichenMeznah A. AlamroAlaeddine MihoubGabriel Avelino Sampedro,2025,https://link.springer.com/article/10.1007/s00521-025-10991-3,Article
Personalization and Prediction System Based on Learner Assessment Attributes Using CNN in E-learning Environment,Applications of Artificial Intelligence and Machine Learning,,,,10.1007/978-981-19-4831-2_28,J. I. Christy EunaicyV. SundaravadiveluS. Suguna,2022,https://link.springer.com/chapter/10.1007/978-981-19-4831-2_28,Conference paper
A Comparative Study and&#xa0;Analysis of&#xa0;Time Series Forecasting Techniques for&#xa0;Indian Summer Monsoon Rainfall (ISMR),Advanced Network Technologies and Intelligent Computing,,,,10.1007/978-3-031-28183-9_45,Vikas BajpaiTanvin KalraAnukriti Bansal,2023,https://link.springer.com/chapter/10.1007/978-3-031-28183-9_45,Conference paper
Joint attribute soft-sharing and contextual local: a multi-level features learning network for person re-identification,The Visual Computer,,,,10.1007/s00371-023-02914-x,Wangmeng WangYanbing ChenDengwen WangZhixin TieLinbing TaoWei Ke,2023,https://link.springer.com/article/10.1007/s00371-023-02914-x,Article
Knowledge-enhanced software refinement: leveraging reinforcement learning for search-based quality engineering,Automated Software Engineering,,,,10.1007/s10515-024-00456-7,Maryam Nooraei Abadeh,2024,https://link.springer.com/article/10.1007/s10515-024-00456-7,Article
Seal-Tools: Self-instruct Tool Learning Dataset for&#xa0;Agent Tuning and&#xa0;Detailed Benchmark,Natural Language Processing and Chinese Computing,,,,10.1007/978-981-97-9434-8_29,Mengsong WuTong ZhuHan HanChuanyuan TanXiang ZhangWenliang Chen,2025,https://link.springer.com/chapter/10.1007/978-981-97-9434-8_29,Conference paper
Self-Improvement: Large Language Models Can Self-Improve Generation with External Tools,Advanced Intelligent Computing Technology and Applications,,,,10.1007/978-981-96-9994-0_2,Dening LiuCunqing MaYue Feng,2025,https://link.springer.com/chapter/10.1007/978-981-96-9994-0_2,Conference paper
"SOAEsV2-7B/72B: Full-Pipeline Optimization for State-Owned Enterprise LLMs via Continual Pre-Training, Domain-Progressive SFT and Distillation-Enhanced Speculative Decoding",Advanced Intelligent Computing Technology and Applications,,,,10.1007/978-981-96-9994-0_36,Jingyang DengRan ChenJo-Ku ChengJinwen Ma,2025,https://link.springer.com/chapter/10.1007/978-981-96-9994-0_36,Conference paper
An Exercise Collection Auto-Assembling Framework with Knowledge Tracing and Reinforcement Learning,Journal of Computer Science and Technology,,,,10.1007/s11390-022-2412-2,Tian-Yu ZhaoMan ZengJian-Hua Feng,2022,https://link.springer.com/article/10.1007/s11390-022-2412-2,Article
A novel multi-step forecasting strategy for enhancing deep learning models’ performance,Neural Computing and Applications,,,,10.1007/s00521-022-07158-9,Ioannis E. LivierisPanagiotis Pintelas,2022,https://link.springer.com/article/10.1007/s00521-022-07158-9,Article
Improving BERT Fine-Tuning via Self-Ensemble and Self-Distillation,Journal of Computer Science and Technology,,,,10.1007/s11390-021-1119-0,Yi-Ge XuXi-Peng QiuLi-Gao ZhouXuan-Jing Huang,2023,https://link.springer.com/article/10.1007/s11390-021-1119-0,Article
Age-of-Information-Aware Federated Learning,Journal of Computer Science and Technology,,,,10.1007/s11390-024-3914-x,Yin XuMing-Jun XiaoChen WuJie WuJin-Rui ZhouHe Sun,2024,https://link.springer.com/article/10.1007/s11390-024-3914-x,Article
Utilizing Large Language Models for&#xa0;Robot Skill Reward Shaping in&#xa0;Reinforcement Learning,Intelligent Robotics and Applications,,,,10.1007/978-981-96-0783-9_1,Qi GuoXing LiuJianjiang HuiZhengxiong LiuPanfeng Huang,2025,https://link.springer.com/chapter/10.1007/978-981-96-0783-9_1,Conference paper
Finding Reusable Machine Learning Components to&#xa0;Build Programming Language Processing Pipelines,Software Architecture. ECSA 2022 Tracks and Workshops,,,,10.1007/978-3-031-36889-9_27,Patrick FlynnTristan VanderbruggenChunhua LiaoPei-Hung LinMurali EmaniXipeng Shen,2023,https://link.springer.com/chapter/10.1007/978-3-031-36889-9_27,Conference paper
Using GPT-4 to&#xa0;Generate Failure Logic,"Computer Safety, Reliability, and Security. SAFECOMP 2024 Workshops",,,,10.1007/978-3-031-68738-9_11,Kester CleggIbrahim HabliJohn McDermid,2024,https://link.springer.com/chapter/10.1007/978-3-031-68738-9_11,Conference paper
Programmable and&#xa0;Scalable Bit-Sliced VLSI Architecture for&#xa0;Decision Tree-Based Machine Learning Edge Inference,Internet of Things,,,,10.1007/978-3-031-81900-1_3,Raaga Sai SomesulaSibi Rajagopal SivakumarSrinivas Katkoori,2025,https://link.springer.com/chapter/10.1007/978-3-031-81900-1_3,Conference paper
Assessing the&#xa0;Trustworthiness of&#xa0;Large Language Models on&#xa0;Domain-Specific Questions,Progress in Artificial Intelligence,,,,10.1007/978-3-031-73503-5_25,Sandra MitrovićMatteo MazzolaRoberto LarcherJérôme Guzzi,2025,https://link.springer.com/chapter/10.1007/978-3-031-73503-5_25,Conference paper
Exploring the&#xa0;Use of&#xa0;LLMs for&#xa0;Teaching AI and&#xa0;Robotics Concepts at&#xa0;a&#xa0;Master’s Degree,Advances in Artificial Intelligence,,,,10.1007/978-3-031-62799-6_26,Miguel Á. González-SantamartaFrancisco Javier Rodríguez-LeraMiguel Á. Conde-GonzálezFrancisco Rodríguez-SedanoCamino Fernández-Llamas,2024,https://link.springer.com/chapter/10.1007/978-3-031-62799-6_26,Conference paper
A New Dataset and&#xa0;Method for&#xa0;Creativity Assessment Using the&#xa0;Alternate Uses Task,"Intelligent Computers, Algorithms, and Applications",,,,10.1007/978-981-97-0065-3_9,Luning SunHongyi GuRebecca MyersZheng Yuan,2024,https://link.springer.com/chapter/10.1007/978-981-97-0065-3_9,Conference paper
Lateral AI: Simulating Diversity in Virtual Communities,AI 2023: Advances in Artificial Intelligence,,,,10.1007/978-981-99-8391-9_4,Fedja HadzicMaya Krayneva,2024,https://link.springer.com/chapter/10.1007/978-981-99-8391-9_4,Conference paper
Refined Direct Preference Optimization with&#xa0;Synthetic Data for&#xa0;Behavioral Alignment of&#xa0;LLMs,"Machine Learning, Optimization, and Data Science",,,,10.1007/978-3-031-82481-4_7,Víctor Gallego,2025,https://link.springer.com/chapter/10.1007/978-3-031-82481-4_7,Conference paper
AIOps for&#xa0;Reliability: Evaluating Large Language Models for&#xa0;Automated Root Cause Analysis in&#xa0;Chaos Engineering,Computational Science – ICCS 2025 Workshops,,,,10.1007/978-3-031-97564-6_25,Tomasz Szandała,2025,https://link.springer.com/chapter/10.1007/978-3-031-97564-6_25,Conference paper
Tiny Machine Learning for IoT-Enabled Embedded Systems: A Review,Intelligent Systems and Advanced Computing Sciences,,,,10.1007/978-3-031-93448-3_6,Azzedine El mrabetAyoub TberRachida ElmousaidLaamari HlouRachid El gouri,2025,https://link.springer.com/chapter/10.1007/978-3-031-93448-3_6,Conference paper
Leveraging Large Language Models to&#xa0;Assist Teachers in&#xa0;Code Grading,Artificial Intelligence in Education,,,,10.1007/978-3-031-98459-4_15,Edoardo CiprianoAlessio FerratoCarla LimongelliDaniele SchicchiDavide Taibi,2025,https://link.springer.com/chapter/10.1007/978-3-031-98459-4_15,Conference paper
Estimation of crop production using machine learning techniques: a case study of J&amp;K,International Journal of Information Technology,,,,10.1007/s41870-021-00653-7,Jyoti MahajanKriti BanalSamridhi Mahajan,2021,https://link.springer.com/article/10.1007/s41870-021-00653-7,Article
Explainable Deep Learning-Based Solar Flare Prediction with Post Hoc Attention for Operational Forecasting,Discovery Science,,,,10.1007/978-3-031-45275-8_38,Chetraj PandeyRafal A. AngrykManolis K. GeorgoulisBerkay Aydin,2023,https://link.springer.com/chapter/10.1007/978-3-031-45275-8_38,Conference paper
On Reproducible Implementations in Unsupervised Concept Drift Detection Algorithms Research,Artificial Intelligence XL,,,,10.1007/978-3-031-47994-6_16,Daniel LukatsFrederic Stahl,2023,https://link.springer.com/chapter/10.1007/978-3-031-47994-6_16,Conference paper
Effective Context Selection in&#xa0;LLM-Based Leaderboard Generation: An Empirical Study,Natural Language Processing and Information Systems,,,,10.1007/978-3-031-70242-6_15,Salomon KabongoJennifer D’SouzaSören Auer,2024,https://link.springer.com/chapter/10.1007/978-3-031-70242-6_15,Conference paper
Immediate Split Trees: Immediate Encoding of&#xa0;Floating Point Split Values in&#xa0;Random Forests,Machine Learning and Knowledge Discovery in Databases,,,,10.1007/978-3-031-26419-1_32,Christian HakertKuan-Hsun ChenJian-Jia Chen,2023,https://link.springer.com/chapter/10.1007/978-3-031-26419-1_32,Conference paper
Data Augmentation Using Large Language Model for Fake Review Identification,Knowledge and Systems Sciences,,,,10.1007/978-981-96-0178-3_16,Qingxu LiJindong ChenWen Zhang,2025,https://link.springer.com/chapter/10.1007/978-981-96-0178-3_16,Conference paper
A survey of safety and trustworthiness of large language models through the lens of verification and validation,Artificial Intelligence Review,,,,10.1007/s10462-024-10824-0,Xiaowei HuangWenjie RuanWei HuangGaojie JinYi DongChangshun WuSaddek BensalemRonghui MuYi QiXingyu ZhaoKaiwen CaiYanghao ZhangSihao WuPeipei XuDengyu WuAndre FreitasMustafa A. Mustafa,2024,https://link.springer.com/article/10.1007/s10462-024-10824-0,Article
Towards Automatic Tutoring of&#xa0;Custom Student-Stated Math Word Problems,"Artificial Intelligence in Education. Posters and Late Breaking Results, Workshops and Tutorials, Industry and Innovation Tracks, Practitioners, Doctoral Consortium and Blue Sky",,,,10.1007/978-3-031-36336-8_99,Pablo Arnau-GonzálezAna Serrano-MamolarStamos KatsigiannisMiguel Arevalillo-Herráez,2023,https://link.springer.com/chapter/10.1007/978-3-031-36336-8_99,Conference paper
Large Language Model XAI approach for illicit activity Investigation in Bitcoin,Neural Computing and Applications,,,,10.1007/s00521-024-10510-w,Jack NichollsAditya KuppaNhien-An Le-Khac,2024,https://link.springer.com/article/10.1007/s00521-024-10510-w,Article
AutoQNN: An End-to-End Framework for Automatically Quantizing Neural Networks,Journal of Computer Science and Technology,,,,10.1007/s11390-022-1632-9,Cheng GongYe LuSu-Rong DaiQian DengCheng-Kun DuTao Li,2024,https://link.springer.com/article/10.1007/s11390-022-1632-9,Article
Enhancing Question Answering Systems with&#xa0;Generative AI: A Study of&#xa0;LLM Performance and&#xa0;Error Analysis,Knowledge Graphs and Semantic Web,,,,10.1007/978-3-031-81221-7_17,Faiza NuzhatKanchan ShivashankarNadine Steinmetz,2025,https://link.springer.com/chapter/10.1007/978-3-031-81221-7_17,Conference paper
Exploring the vulnerability of black-box adversarial attack on prompt-based learning in language models,Neural Computing and Applications,,,,10.1007/s00521-024-10669-2,Zihao TanQingliang ChenWenbin ZhuYongjian HuangChen Liang,2024,https://link.springer.com/article/10.1007/s00521-024-10669-2,Article
Optimal Index Selection Using Optimized Deep Q-Learning Algorithm for NoSQL Database,SN Computer Science,,,,10.1007/s42979-024-02863-9,V. SumalathaSuresh Pabboju,2024,https://link.springer.com/article/10.1007/s42979-024-02863-9,Article
Learning lenient parsing &amp; typing via indirect supervision,Empirical Software Engineering,,,,10.1007/s10664-021-09942-y,Toufique AhmedPremkumar DevanbuVincent J Hellendoorn,2021,https://link.springer.com/article/10.1007/s10664-021-09942-y,Article
Neural architecture search for energy-efficient always-on audio machine learning,Neural Computing and Applications,,,,10.1007/s00521-023-08345-y,Daniel T. SpeckhardKarolis MisiunasSagi PerelTenghui ZhuSimon CarlileMalcolm Slaney,2023,https://link.springer.com/article/10.1007/s00521-023-08345-y,Article
Software Requirements to&#xa0;UML Class Diagrams Using Machine Learning and&#xa0;Rule-Based Approach,Intelligent Systems in Computing and Communication,,,,10.1007/978-3-031-75605-4_6,Feisal AlaswadE. PoovammalBatoul AljaddouhB. Supriya,2025,https://link.springer.com/chapter/10.1007/978-3-031-75605-4_6,Conference paper
AlignLLM: Alignment-Based Evaluation Using Ensemble of&#xa0;LLMs-as-Judges for&#xa0;Q&amp;A,Case-Based Reasoning Research and Development,,,,10.1007/978-3-031-96559-3_2,Ramitha AbeyratneNirmalie WiratungaKyle MartinIkechukwu Nkisi-OrjiLasal Jayawardena,2025,https://link.springer.com/chapter/10.1007/978-3-031-96559-3_2,Conference paper
Deep Learning-Based Computer-Aided Diagnosis Model for the Identification and Classification of Mammography Images,SN Computer Science,,,,10.1007/s42979-023-01863-5,Sumit KumarBhupatiPawan BhambuSunita PacharJuan Carlos Cotrina-AliagaJosé Luis Arias-Gonzáles,2023,https://link.springer.com/article/10.1007/s42979-023-01863-5,Article
Robust Unlearning for&#xa0;Large Language Models,Advances in Knowledge Discovery and Data Mining,,,,10.1007/978-981-96-8186-0_12,Kang GuMd. Rafi Ur RashidNajrin SultanaShagufta Mehnaz,2025,https://link.springer.com/chapter/10.1007/978-981-96-8186-0_12,Conference paper
Personalized Spiking Neural Network Models of Clinical and Environmental Factors to Predict Stroke,Cognitive Computation,,,,10.1007/s12559-021-09975-x,Maryam DoborjehZohreh DoborjehAlexander MerkinRita KrishnamurthiReza EnayatollahiValery FeiginNikola Kasabov,2022,https://link.springer.com/article/10.1007/s12559-021-09975-x,Article
Simulating Learning from&#xa0;Language and&#xa0;Examples,"Artificial Intelligence in Education. Posters and Late Breaking Results, Workshops and Tutorials, Industry and Innovation Tracks, Practitioners, Doctoral Consortium and Blue Sky",,,,10.1007/978-3-031-36336-8_90,Daniel WeitekampNapol RachatasumritRachael WeiErik HarpsteadKenneth Koedinger,2023,https://link.springer.com/chapter/10.1007/978-3-031-36336-8_90,Conference paper
Exploring the Effects of User Trust in Generative AI on Decision-Making in Semi-structured Problem,Human-Computer Interaction,,,,10.1007/978-3-031-93965-5_17,Koutaro KamadaHaruomi TakahashiTzu-Yang WangTakaya Yuizono,2025,https://link.springer.com/chapter/10.1007/978-3-031-93965-5_17,Conference paper
Identifying and&#xa0;Removing the&#xa0;Ghosts of&#xa0;Reproducibility in&#xa0;Service Recommendation Research,Advanced Information Systems Engineering,,,,10.1007/978-3-031-34560-9_34,Tianyu JiangMingyi LiuZhiying TuZhongjie Wang,2023,https://link.springer.com/chapter/10.1007/978-3-031-34560-9_34,Conference paper
A Reinforcement Learning Based Approach to Partition Testing,Journal of Computer Science and Technology,,,,10.1007/s11390-024-2900-7,Chang-Ai SunMing-Jun XiaoHe-Peng DaiHuai Liu,2025,https://link.springer.com/article/10.1007/s11390-024-2900-7,Article
Classification of Toxic Comments on Social Networks Using Machine Learning,International Conference on Applied Technologies,,,,10.1007/978-3-031-58953-9_20,María Fernanda Revelo-BautistaJair Oswaldo Bedoya-BenavidesJaime Paúl Sayago-HerediaPablo Pico-ValenciaXavier Quiñonez-Ku,2024,https://link.springer.com/chapter/10.1007/978-3-031-58953-9_20,Conference paper
A Comparison of Different Source Code Representation Methods for Vulnerability Prediction in Python,Quality of Information and Communications Technology,,,,10.1007/978-3-030-85347-1_20,Amirreza BagheriPéter Hegedűs,2021,https://link.springer.com/chapter/10.1007/978-3-030-85347-1_20,Conference paper
Re-ranking Person Re-identification using Attributes Learning,Neural Computing and Applications,,,,10.1007/s00521-021-05936-5,Nabila MansouriSourour AmmarYousri Kessentini,2021,https://link.springer.com/article/10.1007/s00521-021-05936-5,Article
Key attribute generation from review texts based on in-context learning for recommender systems,Applied Intelligence,,,,10.1007/s10489-024-05698-2,Jungmin ParkYounghoon Lee,2024,https://link.springer.com/article/10.1007/s10489-024-05698-2,Article
AdaComplete: improve DL-based code completion method’s domain adaptability,Automated Software Engineering,,,,10.1007/s10515-023-00376-y,Zejun WangFang LiuYiyang HaoZhi Jin,2023,https://link.springer.com/article/10.1007/s10515-023-00376-y,Article
Minimal-Configuration Anomaly Detection for IIoT Sensors,Data Science – Analytics and Applications,,,,10.1007/978-3-658-36295-9_13,Clemens HeistracherAnahid JalaliAxel SuendermannSebastian MeixnerDaniel SchallBernhard HaslhoferJana Kemnitz,2022,https://link.springer.com/chapter/10.1007/978-3-658-36295-9_13,Conference paper
Weighted Multivariate Mean Reversion for&#xa0;Online Portfolio Selection,Machine Learning and Knowledge Discovery in Databases: Research Track,,,,10.1007/978-3-031-43424-2_16,Boqian WuBenmeng LyuJiawen Gu,2023,https://link.springer.com/chapter/10.1007/978-3-031-43424-2_16,Conference paper
Joint Participant Selection and Learning Optimization for Federated Learning of Multiple Models in Edge Cloud,Journal of Computer Science and Technology,,,,10.1007/s11390-023-3074-4,Xinliang WeiJiyao LiuYu Wang,2023,https://link.springer.com/article/10.1007/s11390-023-3074-4,Article
Balancing Accuracy and Training Time in Federated Learning for Violence Detection in Surveillance Videos: A Study of Neural Network Architectures,Journal of Computer Science and Technology,,,,10.1007/s11390-024-3702-7,Quentin PajonSwan SerreHugo WissocqLéo RabaudSiba HaidarAntoun Yaacoub,2024,https://link.springer.com/article/10.1007/s11390-024-3702-7,Article
Robust Intent Classification Using Bayesian LSTM for Clinical Conversational Agents (CAs),Wireless Mobile Communication and Healthcare,,,,10.1007/978-3-031-06368-8_8,Haris AftabVibhu GautamRichard HawkinsRob AlexanderIbrahim Habli,2022,https://link.springer.com/chapter/10.1007/978-3-031-06368-8_8,Conference paper
Application of ANN and traditional ML algorithms in modelling compost production under different climatic conditions,Neural Computing and Applications,,,,10.1007/s00521-023-08404-4,Tinka SinghRamagopal V. S. Uppaluri,2023,https://link.springer.com/article/10.1007/s00521-023-08404-4,Article
"Deep learning for surgical workflow analysis: a survey of progresses, limitations, and trends",Artificial Intelligence Review,,,,10.1007/s10462-024-10929-6,Yunlong LiZijian ZhaoRenbo LiFeng Li,2024,https://link.springer.com/article/10.1007/s10462-024-10929-6,Article
Impacts of Dirty Data on Classification and Clustering Models: An Experimental Evaluation,Journal of Computer Science and Technology,,,,10.1007/s11390-021-1344-6,Zhi-Xin QiHong-Zhi WangAn-Jie Wang,2021,https://link.springer.com/article/10.1007/s11390-021-1344-6,Article
VulCausal: Robust Vulnerability Detection Using Neural Network Models from&#xa0;a&#xa0;Causal Perspective,"Knowledge Science, Engineering and Management",,,,10.1007/978-981-97-5498-4_4,Hongyu KuangJingjing ZhangFeng YangLong ZhangZhijian HuangLin Yang,2024,https://link.springer.com/chapter/10.1007/978-981-97-5498-4_4,Conference paper
Lithography Hotspot Detection,"Security, Privacy and Data Analytics",,,,10.1007/978-981-99-3569-7_24,Lydia R. DarlaSushma GarawadSuneeta V. Budihal,2023,https://link.springer.com/chapter/10.1007/978-981-99-3569-7_24,Conference paper
Single-state state machines in model-driven software engineering: an exploratory study,Empirical Software Engineering,,,,10.1007/s10664-021-10015-3,Nan YangPieter CuijpersRamon SchiffelersJohan LukkienAlexander Serebrenik,2021,https://link.springer.com/article/10.1007/s10664-021-10015-3,Article
Benchmarking Trust: A Metric for&#xa0;Trustworthy Machine Learning,Explainable Artificial Intelligence,,,,10.1007/978-3-031-63787-2_15,Jérôme RutinowskiSimon KlüttermannJan EndendykChristopher ReiningEmmanuel Müller,2024,https://link.springer.com/chapter/10.1007/978-3-031-63787-2_15,Conference paper
AdaMaskNet: adaptive multi-scale masked kernels for enhanced sensor-based human activity recognition,The Visual Computer,,,,10.1007/s00371-025-03943-4,Jiamei TangChao DongMengKun Li,2025,https://link.springer.com/article/10.1007/s00371-025-03943-4,Article
EKBSA: A Chinese Sentiment Analysis Model by Enhancing K-BERT,Journal of Computer Science and Technology,,,,10.1007/s11390-024-2870-9,Huan BaiDa-Ling WangShi FengYi-Fei Zhang,2025,https://link.springer.com/article/10.1007/s11390-024-2870-9,Article
Evolve Cost-Aware Acquisition Functions Using Large Language Models,Parallel Problem Solving from Nature – PPSN XVIII,,,,10.1007/978-3-031-70068-2_23,Yiming YaoFei LiuJi ChengQingfu Zhang,2024,https://link.springer.com/chapter/10.1007/978-3-031-70068-2_23,Conference paper
Classifying changes to LabVIEW and simulink models via changeset metrics,Innovations in Systems and Software Engineering,,,,10.1007/s11334-024-00577-y,Saheed PopoolaXin ZhaoJeff GrayAntonio Garcia-Dominguez,2024,https://link.springer.com/article/10.1007/s11334-024-00577-y,Article
Time Series Prediction Based on LSTM and High-Order Fuzzy Cognitive Map with Attention Mechanism,Neural Processing Letters,,,,10.1007/s11063-024-11666-1,Yingzhi TengJing LiuKai Wu,2024,https://link.springer.com/article/10.1007/s11063-024-11666-1,Article
Test Case Features as Hyper-heuristics for Inductive Programming,Artificial Intelligence Applications and Innovations,,,,10.1007/978-3-031-63219-8_27,Edward McDaidSarah McDaid,2024,https://link.springer.com/chapter/10.1007/978-3-031-63219-8_27,Conference paper
Unifying Economic and&#xa0;Language Models for&#xa0;Enhanced Sentiment Analysis of&#xa0;the&#xa0;Oil Market,Enterprise Information Systems,,,,10.1007/978-3-031-64748-2_6,Himmet KaplanRalf-Peter MundaniHeiko RölkeAlbert WeichselbraunMartin Tschudy,2024,https://link.springer.com/chapter/10.1007/978-3-031-64748-2_6,Conference paper
Enhancing Code Search Through Query Expansion: A Fusion of&#xa0;LSTM with&#xa0;GloVe and&#xa0;BERT Model (CSQE),Asia Pacific Advanced Network,,,,10.1007/978-3-031-89813-6_6,Nazia BibiNomica ChoudhryKiran KhurshidImran Rao,2025,https://link.springer.com/chapter/10.1007/978-3-031-89813-6_6,Conference paper
Automated Search for&#xa0;Deep Neural Network Inference Partitioning on&#xa0;Embedded FPGA,Machine Learning and Principles and Practice of Knowledge Discovery in Databases,,,,10.1007/978-3-031-23618-1_37,Fabian KreßJulian HoeferTim HotfilterIris WalterEl Mahdi El AnnabiTanja HarbaumJürgen Becker,2023,https://link.springer.com/chapter/10.1007/978-3-031-23618-1_37,Conference paper
Handling Class-Imbalance with KNN&#xa0;(Neighbourhood) Under-Sampling for Software Defect Prediction,Artificial Intelligence Review,,,,10.1007/s10462-021-10044-w,Somya Goyal,2021,https://link.springer.com/article/10.1007/s10462-021-10044-w,Article
Enhancing Domain Modeling with&#xa0;Pre-trained Large Language Models: An Automated Assistant for&#xa0;Domain Modelers,Conceptual Modeling,,,,10.1007/978-3-031-75872-0_13,Dominik ProkopŠtěpán StenchlákPetr ŠkodaJakub KlímekMartin Nečaský,2025,https://link.springer.com/chapter/10.1007/978-3-031-75872-0_13,Conference paper
Can a&#xa0;Machine Generate a&#xa0;Meta-Review? How Far Are We?,"Text, Speech, and Dialogue",,,,10.1007/978-3-031-16270-1_23,Prabhat Kumar BhartiAsheesh KumarTirthankar GhosalMayank AgrawalAsif Ekbal,2022,https://link.springer.com/chapter/10.1007/978-3-031-16270-1_23,Conference paper
