Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Statecharts and Agent Technology: The Past and Future,Multi-Agent Systems and Agreement Technologies,,,,10.1007/978-3-030-66412-1_33,Nikolaos I. Spanoudakis,2020,https://link.springer.com/chapter/10.1007/978-3-030-66412-1_33,Conference paper
A Multi-branch Ensemble Agent Network for Multi-agent Reinforcement Learning,Data Mining and Big Data,,,,10.1007/978-981-16-7502-7_44,Renlong ChenYing Tan,2021,https://link.springer.com/chapter/10.1007/978-981-16-7502-7_44,Conference paper
Automated Planning and BDI Agents: A&#xa0;Case Study,"Advances in Practical Applications of Agents, Multi-Agent Systems, and Social Good. The PAAMS Collection",,,,10.1007/978-3-030-85739-4_5,Rafael C. CardosoAngelo FerrandoFabio Papacchini,2021,https://link.springer.com/chapter/10.1007/978-3-030-85739-4_5,Conference paper
Automated privacy negotiations with preference uncertainty,Autonomous Agents and Multi-Agent Systems,,,,10.1007/s10458-022-09579-1,Dorota FilipczukTim BaarslagEnrico H. Gerdingm. c. schraefel,2022,https://link.springer.com/article/10.1007/s10458-022-09579-1,Article
Learning multi-agent coordination through connectivity-driven communication,Machine Learning,,,,10.1007/s10994-022-06286-6,Emanuele PesceGiovanni Montana,2022,https://link.springer.com/article/10.1007/s10994-022-06286-6,Article
Engineering Explainable Agents: An Argumentation-Based Approach,Engineering Multi-Agent Systems,,,,10.1007/978-3-030-97457-2_16,Alison R. PanissonDébora C. EngelmannRafael H. Bordini,2022,https://link.springer.com/chapter/10.1007/978-3-030-97457-2_16,Conference paper
Progress in Artificial Intelligence,Lecture Notes in Computer Science,,,,10.1007/978-3-031-16474-3,Goreti MarreirosBruno MartinsAna PaivaBernardete RibeiroAlberto Sardinha,2022,https://link.springer.com/book/10.1007/978-3-031-16474-3,Conference proceedings
A Template-Based Approach to Code Generation Within an Agent Paradigm,"Highlights in Practical Applications of Agents, Multi-Agent Systems, and Social Good. The PAAMS Collection",,,,10.1007/978-3-030-85710-3_25,Francisco Pinto-SantosZakieh Alizadeh-SaniDavid Alonso-MoroAlfonso González-BrionesPablo ChamosoJuan M. Corchado,2021,https://link.springer.com/chapter/10.1007/978-3-030-85710-3_25,Conference paper
Jacamo-Web is on the Fly: An Interactive Multi-Agent System IDE,Engineering Multi-Agent Systems,,,,10.1007/978-3-030-51417-4_13,Cleber Jorge AmaralJomi Fred Hübner,2020,https://link.springer.com/chapter/10.1007/978-3-030-51417-4_13,Conference paper
Demonstrating the Differential Impact of&#xa0;Flock Heterogeneity on Multi-agent Herding,Towards Autonomous Robotic Systems,,,,10.1007/978-3-030-89177-0_15,Chris BennettSeth BullockJonathan Lawry,2021,https://link.springer.com/chapter/10.1007/978-3-030-89177-0_15,Conference paper
Developing an Online Examination Timetabling System Using Artificial Bee Colony Algorithm in Higher Education,"Broadband Communications, Networks, and Systems",,,,10.1007/978-3-030-93479-8_7,Kaixiang ZhuLily D. LiMichael Li,2022,https://link.springer.com/chapter/10.1007/978-3-030-93479-8_7,Conference paper
Assured Deep Multi-Agent Reinforcement Learning for&#xa0;Safe Robotic Systems,Agents and Artificial Intelligence,,,,10.1007/978-3-031-10161-8_8,Joshua RileyRadu CalinescuColin PatersonDaniel KudenkoAlec Banks,2022,https://link.springer.com/chapter/10.1007/978-3-031-10161-8_8,Conference paper
Optimal coalition structures for probabilistically monotone partition function games,Autonomous Agents and Multi-Agent Systems,,,,10.1007/s10458-022-09555-9,Shaheen FatimaMichael Wooldridge,2022,https://link.springer.com/article/10.1007/s10458-022-09555-9,Article
Mix-attention approximation for homogeneous large-scale multi-agent reinforcement learning,Neural Computing and Applications,,,,10.1007/s00521-022-07880-4,Yang ShikeLi JingchenShi Haobin,2022,https://link.springer.com/article/10.1007/s00521-022-07880-4,Article
A study on zero-shot learning from semantic viewpoint,The Visual Computer,,,,10.1007/s00371-022-02470-w,P K BhagatPrakash ChoudharyKh Manglem Singh,2022,https://link.springer.com/article/10.1007/s00371-022-02470-w,Article
A Comparison of&#xa0;ASP-Based and&#xa0;SAT-Based Algorithms for&#xa0;the&#xa0;Contension Inconsistency Measure,Scalable Uncertainty Management,,,,10.1007/978-3-031-18843-5_10,Isabelle KuhlmannAnna GesslerVivien LaszloMatthias Thimm,2022,https://link.springer.com/chapter/10.1007/978-3-031-18843-5_10,Conference paper
"Scalar reward is not enough: a response to Silver, Singh, Precup and Sutton (2021)",Autonomous Agents and Multi-Agent Systems,,,,10.1007/s10458-022-09575-5,Peter VamplewBenjamin J. SmithJohan KällströmGabriel RamosRoxana RădulescuDiederik M. RoijersConor F. HayesFredrik HeintzPatrick MannionPieter J. K. LibinRichard DazeleyCameron Foale,2022,https://link.springer.com/article/10.1007/s10458-022-09575-5,Article
SACIP: An Agent-Based Constructionist Adaptive System for Programming Beginners,Enterprise Information Systems,,,,10.1007/978-3-030-75418-1_27,Adson M. da S. EstevesAluizio Haendchen FilhoAndré RaabeRudimar L. S. Dazzi,2021,https://link.springer.com/chapter/10.1007/978-3-030-75418-1_27,Conference paper
A constraint-based approach to learn temporal features on action models from multiple plans,Constraints,,,,10.1007/s10601-022-09330-3,Antonio Garrido,2022,https://link.springer.com/article/10.1007/s10601-022-09330-3,Article
A framework for flexibly guiding learning agents,Neural Computing and Applications,,,,10.1007/s00521-022-07396-x,Mahmoud ElbarbariFlorent DelgrangeIvo VervlimmerenKyriakos EfthymiadisBram VanderborghtAnn Nowé,2022,https://link.springer.com/article/10.1007/s00521-022-07396-x,Article
Autonomous Economic Agent Framework,Engineering Multi-Agent Systems,,,,10.1007/978-3-030-97457-2_14,David MinarschMarco FavoritoSeyed Ali HosseiniYuri TurchenkovJonathan Ward,2022,https://link.springer.com/chapter/10.1007/978-3-030-97457-2_14,Conference paper
A model-based many-objective evolutionary algorithm with multiple reference vectors,Progress in Artificial Intelligence,,,,10.1007/s13748-022-00283-5,Pezhman GholamnezhadAli BroumandniaVahid Seydi,2022,https://link.springer.com/article/10.1007/s13748-022-00283-5,Article
Improving environmental awareness for autonomous vehicles,Applied Intelligence,,,,10.1007/s10489-022-03468-6,Maria J. P. PeixotoAkramul Azim,2022,https://link.springer.com/article/10.1007/s10489-022-03468-6,Article
Analysis of coordinated behavior structures with multi-agent deep reinforcement learning,Applied Intelligence,,,,10.1007/s10489-020-01832-y,Yuki MiyashitaToshiharu Sugawara,2020,https://link.springer.com/article/10.1007/s10489-020-01832-y,Article
Enabling imitation-based cooperation in dynamic social networks,Autonomous Agents and Multi-Agent Systems,,,,10.1007/s10458-022-09562-w,Jacques BaraPaolo TurriniGiulia Andrighetto,2022,https://link.springer.com/article/10.1007/s10458-022-09562-w,Article
Explainable Agents as Static Web Pages: UAV Simulation Example,"Explainable, Transparent Autonomous Agents and Multi-Agent Systems",,,,10.1007/978-3-030-51924-7_9,Yazan MuallaTimotheus KampikIgor H. TchappiAmro NajjarStéphane GallandChristophe Nicolle,2020,https://link.springer.com/chapter/10.1007/978-3-030-51924-7_9,Conference paper
Fast multi-view twin hypersphere support vector machine with consensus and complementary principles,Applied Intelligence,,,,10.1007/s10489-021-02986-z,Jiayi ZhuHuiru WangHongjun LiQing Zhang,2022,https://link.springer.com/article/10.1007/s10489-021-02986-z,Article
Towards Interpretable Policies in&#xa0;Multi-agent Reinforcement Learning Tasks,Bioinspired Optimization Methods and Their Applications,,,,10.1007/978-3-031-21094-5_19,Marco CrespiLeonardo Lucio CustodeGiovanni Iacca,2022,https://link.springer.com/chapter/10.1007/978-3-031-21094-5_19,Conference paper
Multi-agent-based Structural Reconstruction of&#xa0;Dynamic Topologies for&#xa0;Urban Lighting,"Advances in Practical Applications of Agents, Multi-Agent Systems, and Complex Systems Simulation. The PAAMS Collection",,,,10.1007/978-3-031-18192-4_16,Félix FurgerCarole BernonJean-Pierre GeorgéNazim PigenetPaul Valiere,2022,https://link.springer.com/chapter/10.1007/978-3-031-18192-4_16,Conference paper
Combining Theory of&#xa0;Mind and&#xa0;Abduction for&#xa0;Cooperation Under Imperfect Information,Multi-Agent Systems,,,,10.1007/978-3-031-20614-6_17,Nieves MontesNardine OsmanCarles Sierra,2022,https://link.springer.com/chapter/10.1007/978-3-031-20614-6_17,Conference paper
A review of the literature on fuzzy-logic approaches for collision-free path planning of manipulator robots,Artificial Intelligence Review,,,,10.1007/s10462-022-10257-7,Abdelfetah HentoutAbderraouf MaoudjMustapha Aouache,2022,https://link.springer.com/article/10.1007/s10462-022-10257-7,Article
Multi-agent Planning with High-Level Human Guidance,PRIMA 2020: Principles and Practice of Multi-Agent Systems,,,,10.1007/978-3-030-69322-0_12,Feng WuShlomo ZilbersteinNicholas R. Jennings,2021,https://link.springer.com/chapter/10.1007/978-3-030-69322-0_12,Conference paper
Multi-Agent Task Allocation Techniques for&#xa0;Harvest Team Formation,"Advances in Practical Applications of Agents, Multi-Agent Systems, and Complex Systems Simulation. The PAAMS Collection",,,,10.1007/978-3-031-18192-4_18,Helen HarmanElizabeth I. Sklar,2022,https://link.springer.com/chapter/10.1007/978-3-031-18192-4_18,Conference paper
Solutions to the routing problem: towards trustworthy autonomous vehicles,Artificial Intelligence Review,,,,10.1007/s10462-021-10131-y,László Z. Varga,2022,https://link.springer.com/article/10.1007/s10462-021-10131-y,Article
Demystifying Unsupervised Semantic Correspondence Estimation,Computer Vision – ECCV 2022,,,,10.1007/978-3-031-20056-4_8,Mehmet AygünOisin Mac Aodha,2022,https://link.springer.com/chapter/10.1007/978-3-031-20056-4_8,Conference paper
Automated Negotiation for Supply Chain Finance,Computational Logistics,,,,10.1007/978-3-030-87672-2_9,Alexandra FiedlerDirk Sackmann,2021,https://link.springer.com/chapter/10.1007/978-3-030-87672-2_9,Conference paper
Using ontology to guide reinforcement learning agents in unseen situations,Applied Intelligence,,,,10.1007/s10489-021-02449-5,Saeedeh GhanadbashiFatemeh Golpayegani,2021,https://link.springer.com/article/10.1007/s10489-021-02449-5,Article
Artificial Intelligence,Lecture Notes in Computer Science,,,,10.1007/978-3-030-86855-0,Sergei M. KovalevSergei O. KuznetsovAleksandr I. Panov,2021,https://link.springer.com/book/10.1007/978-3-030-86855-0,Conference proceedings
TPO: A Type System for the Architecture of Agent Societies,Engineering Multi-Agent Systems,,,,10.1007/978-3-030-97457-2_17,Antônio Carlos da Rocha Costa,2022,https://link.springer.com/chapter/10.1007/978-3-030-97457-2_17,Conference paper
A global taxonomy of interpretable AI: unifying the terminology for the technical and social sciences,Artificial Intelligence Review,,,,10.1007/s10462-022-10256-8,Mara GrazianiLidia DutkiewiczDavide CalvaresiJosé Pereira AmorimKaterina YordanovaMor VeredRahul NairPedro Henriques AbreuTobias BlankeValeria PulignanoJohn O. PriorLode LauwaertWessel ReijersAdrien DepeursingeVincent AndrearczykHenning Müller,2022,https://link.springer.com/article/10.1007/s10462-022-10256-8,Article
Collision Avoidance Simulation Using Voronoi Diagrams in&#xa0;a&#xa0;Centralized System of&#xa0;Holonomic Multi-agents,Information and Communication Technologies,,,,10.1007/978-3-031-18272-3_2,Leduin José Cuenca MacasIsrael Pineda,2022,https://link.springer.com/chapter/10.1007/978-3-031-18272-3_2,Conference paper
Combining quantitative and qualitative reasoning in concurrent multi-player games,Autonomous Agents and Multi-Agent Systems,,,,10.1007/s10458-021-09531-9,Nils BullingValentin Goranko,2021,https://link.springer.com/article/10.1007/s10458-021-09531-9,Article
"On multi-human multi-robot remote interaction: a study of transparency, inter-human communication, and information loss in remote interaction",Swarm Intelligence,,,,10.1007/s11721-021-00209-2,Jayam PatelPrajankya SonarCarlo Pinciroli,2022,https://link.springer.com/article/10.1007/s11721-021-00209-2,Article
Detecting and Learning Against Unknown Opponents for Automated Negotiations,PRICAI 2021: Trends in Artificial Intelligence,,,,10.1007/978-3-030-89370-5_2,Leling WuSiqi ChenXiaoyang GaoYan ZhengJianye Hao,2021,https://link.springer.com/chapter/10.1007/978-3-030-89370-5_2,Conference paper
A MAS-Based Approach for POI Group Recommendation in LBSN,"Advances in Practical Applications of Agents, Multi-Agent Systems, and Trustworthiness. The PAAMS Collection",,,,10.1007/978-3-030-49778-1_19,Silvia SchiaffinoDaniela GodoyJ. Andrés Díaz PaceYves Demazeau,2020,https://link.springer.com/chapter/10.1007/978-3-030-49778-1_19,Conference paper
Zero-small sample classification method with model structure self-optimization and its application in capability evaluation,Applied Intelligence,,,,10.1007/s10489-021-02686-8,Rui ZhangXiaolu BaiLihu PanZengshou DongRenwang Song,2021,https://link.springer.com/article/10.1007/s10489-021-02686-8,Article
An energy efficient multi-mobile agent itinerary planning approach in wireless sensor networks,Computing,,,,10.1007/s00607-021-00978-y,Tariq AlsbouiYongrui QinRichard HillHussain Al-Aqrabi,2021,https://link.springer.com/article/10.1007/s00607-021-00978-y,Article
Incremental learning with neural networks for computer vision: a survey,Artificial Intelligence Review,,,,10.1007/s10462-022-10294-2,Hao LiuYong ZhouBing LiuJiaqi ZhaoRui YaoZhiwen Shao,2022,https://link.springer.com/article/10.1007/s10462-022-10294-2,Article
Accept a Challenge: The Multi-Agent Programming Contest,Engineering Multi-Agent Systems,,,,10.1007/978-3-030-66534-0_9,Tobias AhlbrechtJürgen DixNiklas FiekasTabajara Krausburg,2020,https://link.springer.com/chapter/10.1007/978-3-030-66534-0_9,Conference paper
Multi-agent Learning of&#xa0;Numerical Methods for&#xa0;Hyperbolic PDEs with&#xa0;Factored Dec-MDP,"Advances in Practical Applications of Agents, Multi-Agent Systems, and Complex Systems Simulation. The PAAMS Collection",,,,10.1007/978-3-031-18192-4_15,Yiwei FuDheeraj S. K. KapilavaiElliot Way,2022,https://link.springer.com/chapter/10.1007/978-3-031-18192-4_15,Conference paper
Design Heuristics for&#xa0;Ethical Online Institutions,"Coordination, Organizations, Institutions, Norms, and Ethics for Governance of Multi-Agent Systems XV",,,,10.1007/978-3-031-20845-4_14,Pablo NoriegaHarko VerhagenJulian PadgetMark d’Inverno,2022,https://link.springer.com/chapter/10.1007/978-3-031-20845-4_14,Conference paper
Intelligent Systems,Lecture Notes in Computer Science,,,,10.1007/978-3-030-91699-2,André BrittoKarina Valdivia Delgado,2021,https://link.springer.com/book/10.1007/978-3-030-91699-2,Conference proceedings
Intelligent Systems,Lecture Notes in Computer Science,,,,10.1007/978-3-030-91702-9,André BrittoKarina Valdivia Delgado,2021,https://link.springer.com/book/10.1007/978-3-030-91702-9,Conference proceedings
Progress in Artificial Intelligence,Lecture Notes in Computer Science,,,,10.1007/978-3-030-86230-5,Goreti MarreirosFrancisco S. MeloNuno LauHenrique Lopes CardosoLuís Paulo Reis,2021,https://link.springer.com/book/10.1007/978-3-030-86230-5,Conference proceedings
Using an Auction-Based System in Cloud Manufacturing for Selecting Manufacturing-as-a-Service Providers,Advances in Production Management Systems. Artificial Intelligence for Sustainable and Resilient Production Systems,,,,10.1007/978-3-030-85914-5_48,Kelvin SparrDamian DrexelRalph Hoch,2021,https://link.springer.com/chapter/10.1007/978-3-030-85914-5_48,Conference paper
SEAMLESS: Simulation and Analysis for&#xa0;Multi-Agent System in Time-Constrained Environments,"Advances in Practical Applications of Agents, Multi-Agent Systems, and Trustworthiness. The PAAMS Collection",,,,10.1007/978-3-030-49778-1_30,Davide CalvaresiGiuseppe AlbaneseJean-Paul CalbimonteMichael Schumacher,2020,https://link.springer.com/chapter/10.1007/978-3-030-49778-1_30,Conference paper
Fault Tolerance in Multiagent Systems,Engineering Multi-Agent Systems,,,,10.1007/978-3-030-66534-0_5,Samuel H. Christie VAmit K. Chopra,2020,https://link.springer.com/chapter/10.1007/978-3-030-66534-0_5,Conference paper
Demonstrating Exception Handling in&#xa0;JaCaMo,"Advances in Practical Applications of Agents, Multi-Agent Systems, and Social Good. The PAAMS Collection",,,,10.1007/978-3-030-85739-4_28,Matteo BaldoniCristina BaroglioOlivier BoissierRoberto MicalizioStefano Tedeschi,2021,https://link.springer.com/chapter/10.1007/978-3-030-85739-4_28,Conference paper
Machine Learning for Big Data Analysis in Drug Design,"Machine Learning, Optimization, and Data Science",,,,10.1007/978-3-030-64580-9_38,Galina SamigulinaZarina Samigulina,2020,https://link.springer.com/chapter/10.1007/978-3-030-64580-9_38,Conference paper
Control Your Virtual Agent in&#xa0;its Daily-activities for&#xa0;Long Periods,"Advances in Practical Applications of Agents, Multi-Agent Systems, and Complex Systems Simulation. The PAAMS Collection",,,,10.1007/978-3-031-18192-4_17,Lysa GramoliJérémy LacocheAnthony FoulonneauValérie GourantonBruno Arnaldi,2022,https://link.springer.com/chapter/10.1007/978-3-031-18192-4_17,Conference paper
Large-Scale Multi-agent Reinforcement Learning Based on Weighted Mean Field,Cognitive Systems and Signal Processing,,,,10.1007/978-981-16-2336-3_28,Baofu FangBin WuZaijun WangHao Wang,2021,https://link.springer.com/chapter/10.1007/978-981-16-2336-3_28,Conference paper
Specification-Guided Learning of&#xa0;Nash Equilibria with&#xa0;High Social Welfare,Computer Aided Verification,,,,10.1007/978-3-031-13188-2_17,Kishor JothimuruganSuguman BansalOsbert BastaniRajeev Alur,2022,https://link.springer.com/chapter/10.1007/978-3-031-13188-2_17,Conference paper
On Developing Ethical AI,Progress in Artificial Intelligence,,,,10.1007/978-3-031-16474-3_42,Helder Coelho,2022,https://link.springer.com/chapter/10.1007/978-3-031-16474-3_42,Conference paper
Semantic Interoperability for Multiagent Simulation and Decision Support in Power Systems,"Highlights in Practical Applications of Agents, Multi-Agent Systems, and Social Good. The PAAMS Collection",,,,10.1007/978-3-030-85710-3_18,Gabriel SantosTiago PintoZita ValeJuan M. Corchado,2021,https://link.springer.com/chapter/10.1007/978-3-030-85710-3_18,Conference paper
Bottom-up multi-agent reinforcement learning by reward shaping for cooperative-competitive tasks,Applied Intelligence,,,,10.1007/s10489-020-02034-2,Takumi AotaniTaisuke KobayashiKenji Sugimoto,2021,https://link.springer.com/article/10.1007/s10489-020-02034-2,Article
The Complexity of&#xa0;Norm Synthesis and&#xa0;Revision,"Coordination, Organizations, Institutions, Norms, and Ethics for Governance of Multi-Agent Systems XV",,,,10.1007/978-3-031-20845-4_3,Davide Dell’AnnaNatasha AlechinaFabiano DalpiazMehdi DastaniMaarten LöfflerBrian Logan,2022,https://link.springer.com/chapter/10.1007/978-3-031-20845-4_3,Conference paper
Decentralizing Self-organizing Maps,AI 2021: Advances in Artificial Intelligence,,,,10.1007/978-3-030-97546-3_39,Md Mohiuddin KhanKathryn KasmarikMatt Garratt,2022,https://link.springer.com/chapter/10.1007/978-3-030-97546-3_39,Conference paper
Explainable and Ethical AI: A Perspective on Argumentation and Logic Programming,AIxIA 2020 – Advances in Artificial Intelligence,,,,10.1007/978-3-030-77091-4_2,Roberta CalegariAndrea OmiciniGiovanni Sartor,2021,https://link.springer.com/chapter/10.1007/978-3-030-77091-4_2,Conference paper
A Planning Approach Based on APTL,Structured Object-Oriented Formal Language and Method,,,,10.1007/978-3-030-41418-4_9,Haiyang WangYao Liu,2020,https://link.springer.com/chapter/10.1007/978-3-030-41418-4_9,Conference paper
"JS-son - A Lean, Extensible JavaScript Agent Programming Library",Engineering Multi-Agent Systems,,,,10.1007/978-3-030-51417-4_11,Timotheus KampikJuan Carlos Nieves,2020,https://link.springer.com/chapter/10.1007/978-3-030-51417-4_11,Conference paper
Towards Quantum-Secure Authentication and Key Agreement via Abstract Multi-Agent Interaction,"Advances in Practical Applications of Agents, Multi-Agent Systems, and Social Good. The PAAMS Collection",,,,10.1007/978-3-030-85739-4_2,Ibrahim H. AhmedJosiah P. HannaElliot FosongStefano V. Albrecht,2021,https://link.springer.com/chapter/10.1007/978-3-030-85739-4_2,Conference paper
Formal verification of neural agents in non-deterministic environments,Autonomous Agents and Multi-Agent Systems,,,,10.1007/s10458-021-09529-3,Michael E. AkintundeElena BotoevaPanagiotis KouvarosAlessio Lomuscio,2021,https://link.springer.com/article/10.1007/s10458-021-09529-3,Article
Semantic drift prediction for class incremental deep metric learning,Neural Computing and Applications,,,,10.1007/s00521-022-07600-y,Kuntoro Adi NugrohoShanq-Jang Ruan,2022,https://link.springer.com/article/10.1007/s00521-022-07600-y,Article
Fast Agent-Based Simulation Framework with Applications to Reinforcement Learning and the Study of Trading Latency Effects,Multi-Agent-Based Simulation XXII,,,,10.1007/978-3-030-94548-0_4,Peter BelcakJan-Peter CalliessStefan Zohren,2022,https://link.springer.com/chapter/10.1007/978-3-030-94548-0_4,Conference paper
A Flexible Agent Architecture in&#xa0;SPADE,"Advances in Practical Applications of Agents, Multi-Agent Systems, and Complex Systems Simulation. The PAAMS Collection",,,,10.1007/978-3-031-18192-4_26,J. PalancaJ.A RinconC. CarrascosaV. JulianA. Terrasa,2022,https://link.springer.com/chapter/10.1007/978-3-031-18192-4_26,Conference paper
Multi-disciplinary Trends in Artificial Intelligence,Lecture Notes in Computer Science,,,,10.1007/978-3-030-80253-0,Phatthanaphong ChomphuwisetJunmo KimPornntiwa Pawara,2021,https://link.springer.com/book/10.1007/978-3-030-80253-0,Conference proceedings
Switching-aware multi-agent deep reinforcement learning for target interception,Applied Intelligence,,,,10.1007/s10489-022-03821-9,Dongyu FanHaikuo ShenLijing Dong,2022,https://link.springer.com/article/10.1007/s10489-022-03821-9,Article
A new method for positive and unlabeled learning with privileged information,Applied Intelligence,,,,10.1007/s10489-021-02528-7,Bo LiuQian LiuYanshan Xiao,2021,https://link.springer.com/article/10.1007/s10489-021-02528-7,Article
Why ethical audit matters in artificial intelligence?,AI and Ethics,,,,10.1007/s43681-021-00100-0,Nitesh Rai,2021,https://link.springer.com/article/10.1007/s43681-021-00100-0,Article
Only Those Who Can Obey Can Disobey: The Intentional Implications of&#xa0;Artificial Agent Disobedience,Autonomous Agents and Multiagent Systems. Best and Visionary Papers,,,,10.1007/978-3-031-20179-0_9,Thomas ArnoldGordon BriggsMatthias Scheutz,2022,https://link.springer.com/chapter/10.1007/978-3-031-20179-0_9,Conference paper
Fuzzy cognitive maps for decision-making in dynamic environments,Genetic Programming and Evolvable Machines,,,,10.1007/s10710-020-09393-2,Tomas Nachazel,2020,https://link.springer.com/article/10.1007/s10710-020-09393-2,Article
L2-CVAEGAN: Feature Aligned Generative Networks for Zero-Shot Learning,Image and Graphics,,,,10.1007/978-3-030-87355-4_1,Jinhui LiuPeng Zhao,2021,https://link.springer.com/chapter/10.1007/978-3-030-87355-4_1,Conference paper
Learning Based Image Classification Techniques,Computational Intelligence in Communications and Business Analytics,,,,10.1007/978-3-031-10766-5_3,Nayan Kumar SarkarMoirangthem Marjit SinghUtpal Nandi,2022,https://link.springer.com/chapter/10.1007/978-3-031-10766-5_3,Conference paper
Partial label learning with emerging new labels,Machine Learning,,,,10.1007/s10994-022-06244-2,Xiang-Ru YuDeng-Bao WangMin-Ling Zhang,2022,https://link.springer.com/article/10.1007/s10994-022-06244-2,Article
Robust Multi-view Classification with Sample Constraints,Neural Processing Letters,,,,10.1007/s11063-021-10483-0,Yonghua ZhuMalong TanJian Wei,2021,https://link.springer.com/article/10.1007/s11063-021-10483-0,Article
A survey on multi-agent deep reinforcement learning: from the perspective of challenges and applications,Artificial Intelligence Review,,,,10.1007/s10462-020-09938-y,Wei DuShifei Ding,2020,https://link.springer.com/article/10.1007/s10462-020-09938-y,Article
On Analysis of Irregular Pareto Front Shapes,Evolutionary Multi-Criterion Optimization,,,,10.1007/978-3-030-72062-9_2,Shouyong JiangJinglei GuoBashar AlhnaityQingyang Zhang,2021,https://link.springer.com/chapter/10.1007/978-3-030-72062-9_2,Conference paper
MAT-DQN: Toward Interpretable Multi-agent Deep Reinforcement Learning for Coordinated Activities,Artificial Neural Networks and Machine Learning – ICANN 2021,,,,10.1007/978-3-030-86380-7_45,Yoshinari MotokawaToshiharu Sugawara,2021,https://link.springer.com/chapter/10.1007/978-3-030-86380-7_45,Conference paper
The water optimization algorithm: a novel metaheuristic for solving optimization problems,Applied Intelligence,,,,10.1007/s10489-022-03397-4,Arman DaliriAli AsghariHossein AzgomiMahmoud Alimoradi,2022,https://link.springer.com/article/10.1007/s10489-022-03397-4,Article
EvoLogic: Toward an ITS for Teaching Propositional Logic,International Journal of Artificial Intelligence in Education,,,,10.1007/s40593-021-00287-7,Cristiano GalafassiFabiane Flores Penteado GalafassiRosa Maria VicariEliseo Berni Reategui,2022,https://link.springer.com/article/10.1007/s40593-021-00287-7,Article
Augmentation Network for Generalised Zero-Shot Learning,Computer Vision – ACCV 2020,,,,10.1007/978-3-030-69538-5_27,Rafael FelixMichele SasdelliIan ReidGustavo Carneiro,2021,https://link.springer.com/chapter/10.1007/978-3-030-69538-5_27,Conference paper
84 Birds Classification Using Transfer Learning and&#xa0;EfficientNetB2,"Future Data and Security Engineering. Big Data, Security and Privacy, Smart City and Industry 4.0 Applications",,,,10.1007/978-981-19-8069-5_50,Hoa Le DucTin Tang MinhKhanh Vo HongHuong Luong Hoang,2022,https://link.springer.com/chapter/10.1007/978-981-19-8069-5_50,Conference paper
Collaborative Decision Making for&#xa0;Lane-Free Autonomous Driving in&#xa0;the&#xa0;Presence of&#xa0;Uncertainty,Multi-Agent Systems,,,,10.1007/978-3-031-20614-6_10,Pavlos GeronymakisDimitrios TroullinosGeorgios ChalkiadakisMarkos Papageorgiou,2022,https://link.springer.com/chapter/10.1007/978-3-031-20614-6_10,Conference paper
The Power of a Collective: Team of Agents Solving Instances of the Flow Shop and Job Shop Problems,Computational Science – ICCS 2021,,,,10.1007/978-3-030-77967-2_34,Piotr JedrzejowiczIzabela Wierzbowska,2021,https://link.springer.com/chapter/10.1007/978-3-030-77967-2_34,Conference paper
SMPG: Adaptive Soft Update for&#xa0;Masked MADDPG,Data Mining and Big Data,,,,10.1007/978-981-19-9297-1_5,Yu ZhangShijia ZhouNing GuoTengfei LiXuechao ZouPin Tao,2022,https://link.springer.com/chapter/10.1007/978-981-19-9297-1_5,Conference paper
A Multi-level Approach to the Formal Semantics of Agent Societies,Intelligent Systems,,,,10.1007/978-3-030-61380-8_1,Alison R. PanissonRafael H. BordiniAntônio Carlos da Rocha Costa,2020,https://link.springer.com/chapter/10.1007/978-3-030-61380-8_1,Conference paper
Multi Agents Based System Architecture for Market Research in E-Business,Intelligent Technologies and Applications,,,,10.1007/978-981-15-5232-8_45,Amna AshrafMuhammad AslamNayab Tasneem Bari,2020,https://link.springer.com/chapter/10.1007/978-981-15-5232-8_45,Conference paper
"Mobile Apps as Personal Assistant Agents: the <Emphasis FontCategory=""SansSerif"">JaCa-Android</Emphasis> Framework for programming Agents-based applications on mobile devices",Autonomous Agents and Multi-Agent Systems,,,,10.1007/s10458-020-09474-7,Angelo CroattiAlessandro Ricci,2020,https://link.springer.com/article/10.1007/s10458-020-09474-7,Article
A systematic overview of developments in differential evolution and particle swarm optimization with their advanced suggestion,Applied Intelligence,,,,10.1007/s10489-021-02803-7,Raghav Prasad ParouhaPooja Verma,2022,https://link.springer.com/article/10.1007/s10489-021-02803-7,Article
Distributed algorithm for mixed equilibrium problems with event-triggered strategy,Neural Computing and Applications,,,,10.1007/s00521-022-07115-6,Hongtao ZhouLiang XiaHousheng Su,2022,https://link.springer.com/article/10.1007/s00521-022-07115-6,Article
Coalition Formation with Multiple Alternatives of Interdependent Tasks,Verification and Evaluation of Computer and Communication Systems,,,,10.1007/978-3-030-98850-0_6,Youcef SklabSamir AknineOnn ShehoryHanane Ariouat,2022,https://link.springer.com/chapter/10.1007/978-3-030-98850-0_6,Conference paper
